position_1based,learned_profile,sim_coverage,holdout_coverage
4234,2.54821516142902e-06,1993.0,25713.0
4235,2.3947619245713503e-06,1948.0,24937.0
4236,2.398582337107226e-06,1886.0,23921.0
4237,2.396672130839288e-06,1855.0,23080.0
4238,2.2107453874266758e-06,1754.0,22302.0
4239,2.2349413334872213e-06,1727.0,19892.0
4240,2.24449236482691e-06,1794.0,18241.0
4241,2.2056515040455083e-06,1730.0,18022.0
4242,2.218386212498427e-06,1797.0,17695.0
4243,2.21010865200403e-06,1765.0,16265.0
4244,1.8758225551149156e-06,1509.0,14699.0
4245,1.8751858196922696e-06,1496.0,13571.0
4246,1.870728671733748e-06,1451.0,11311.0
4247,1.7472019997404374e-06,1314.0,10677.0
4248,1.7497489414310211e-06,1344.0,9520.0
4249,1.7592999727707101e-06,1302.0,9172.0
4250,1.581650789852495e-06,1317.0,8221.0
4251,1.5892916149242462e-06,1262.0,7973.0
4252,1.5956589691507055e-06,1259.0,7043.0
4253,1.5529976958334281e-06,1209.0,6767.0
4254,1.5472670770296147e-06,1245.0,6144.0
4255,1.5504507541428444e-06,1168.0,5930.0
4256,1.4383853197571603e-06,1195.0,5492.0
4257,1.440932261447744e-06,1195.0,5336.0
4258,1.4428424677156818e-06,1159.0,4990.0
4259,1.330777033329998e-06,1064.0,4442.0
4260,1.3275933562167683e-06,1052.0,4181.0
4261,1.320589266567663e-06,1044.0,3668.0
4262,1.25373204718984e-06,1029.0,3043.0
4263,1.273470845291864e-06,1006.0,2761.0
4264,1.2250789531707732e-06,947.0,2574.0
4265,1.1996095362649358e-06,948.0,2567.0
4266,1.2193483343669598e-06,958.0,2577.0
4267,1.234629984510462e-06,1065.0,2565.0
4268,8.557724080361326e-07,674.0,711.0
4269,8.653234393758215e-07,677.0,719.0
4270,8.646867039531756e-07,623.0,718.0
4271,8.583193497267164e-07,677.0,710.0
4272,8.634132331078837e-07,643.0,720.0
4273,8.678703810664053e-07,666.0,725.0
4274,8.653234393758215e-07,664.0,720.0
4275,8.672336456437593e-07,677.0,727.0
4276,8.672336456437593e-07,696.0,731.0
4277,8.33486668243525e-07,678.0,705.0
4278,8.360336099341086e-07,660.0,709.0
4279,8.404907578926302e-07,639.0,710.0
4280,8.341234036661709e-07,663.0,705.0
4281,8.118376638735632e-07,654.0,706.0
4282,7.86368246967726e-07,646.0,709.0
4283,7.76817215628037e-07,612.0,690.0
4284,7.780906864733289e-07,642.0,695.0
4285,7.608988300618888e-07,600.0,702.0
4286,7.577151529486591e-07,620.0,701.0
4287,7.316090006201759e-07,583.0,703.0
4288,7.169640858993194e-07,579.0,710.0
4289,7.176008213219653e-07,589.0,681.0
4290,7.20147763012549e-07,589.0,679.0
4291,7.214212338578409e-07,582.0,682.0
4292,7.258783818163625e-07,587.0,669.0
4293,7.265151172390084e-07,571.0,672.0
4294,7.265151172390084e-07,581.0,672.0
4295,7.316090006201759e-07,568.0,670.0
4296,7.347926777334055e-07,552.0,672.0
4297,7.354294131560515e-07,591.0,678.0
4298,7.449804444957404e-07,582.0,661.0
4299,7.462539153410323e-07,566.0,661.0
4300,7.462539153410323e-07,560.0,664.0
4301,7.48800857031616e-07,577.0,658.0
4302,7.507110632995538e-07,637.0,659.0
4303,7.558049466807213e-07,612.0,659.0
4304,7.602620946392428e-07,614.0,648.0
4305,7.596253592165969e-07,599.0,651.0
4306,7.615355654845347e-07,592.0,650.0
4307,7.615355654845347e-07,676.0,632.0
4308,7.685396551336399e-07,601.0,639.0
4309,7.679029197109939e-07,607.0,641.0
4310,7.405232965372188e-07,579.0,622.0
4311,7.449804444957404e-07,592.0,621.0
4312,7.507110632995538e-07,613.0,624.0
4313,7.411600319598648e-07,581.0,615.0
4314,7.322457360428218e-07,552.0,614.0
4315,7.182375567446112e-07,603.0,603.0
4316,7.11870202518152e-07,555.0,596.0
4317,7.042293774464008e-07,584.0,587.0
4318,6.965885523746496e-07,532.0,575.0
4319,6.800334313858554e-07,547.0,558.0
4320,6.672987229329367e-07,505.0,552.0
4321,6.622048395517693e-07,540.0,546.0
4322,6.373721580685779e-07,488.0,516.0
4323,6.246374496156593e-07,505.0,504.0
4324,6.099925348948029e-07,491.0,476.0
4325,5.940741493286545e-07,441.0,464.0
4326,5.794292346077981e-07,438.0,453.0
4327,5.692414678454631e-07,433.0,443.0
4328,5.590537010831283e-07,433.0,434.0
4329,5.297638716414154e-07,408.0,419.0
4330,3.864984015460807e-07,319.0,382.0
4331,3.7567389936109987e-07,289.0,374.0
4332,3.5975551379495155e-07,262.0,351.0
4333,3.4765754076467885e-07,259.0,343.0
4334,3.4320039280615736e-07,278.0,337.0
4335,3.349228323117602e-07,244.0,334.0
4336,3.323758906211765e-07,249.0,329.0
4337,3.298289489305928e-07,255.0,324.0
4338,3.228248592814875e-07,252.0,319.0
4339,3.18367711322966e-07,236.0,313.0
4340,3.0181259033417176e-07,235.0,298.0
4341,2.922615589944828e-07,230.0,296.0
4342,2.827105276547938e-07,229.0,296.0
4343,2.731594963151048e-07,242.0,285.0
4344,2.5978805243954027e-07,230.0,271.0
4345,2.585145815942484e-07,211.0,267.0
4346,2.5405743363572686e-07,190.0,256.0
4347,2.515104919451431e-07,196.0,251.0
4348,2.4832681483191345e-07,207.0,250.0
4349,2.4705334398662163e-07,175.0,250.0
4350,2.4195946060545415e-07,222.0,241.0
4351,2.3368190011105703e-07,174.0,231.0
4352,2.2413086877136806e-07,191.0,221.0
4353,2.1967372081284654e-07,164.0,216.0
4354,2.1776351454490874e-07,196.0,220.0
4355,2.069390123599279e-07,172.0,212.0
4356,2.0630227693728196e-07,155.0,207.0
4357,2.0630227693728196e-07,159.0,201.0
4358,2.069390123599279e-07,164.0,200.0
4359,2.031185998240523e-07,138.0,199.0
4360,2.0184512897876045e-07,168.0,197.0
4361,2.0184512897876045e-07,165.0,194.0
4362,1.9547777475230113e-07,138.0,180.0
4363,1.9229409763907145e-07,154.0,177.0
4364,1.891104205258418e-07,127.0,172.0
4365,1.8083286003144468e-07,130.0,164.0
4366,1.770124474955691e-07,138.0,161.0
4367,1.7892265376350687e-07,138.0,158.0
4368,1.7382877038233942e-07,108.0,146.0
4369,1.731920349596935e-07,151.0,144.0
4370,1.6873488700117197e-07,141.0,144.0
4371,1.6873488700117197e-07,140.0,141.0
4372,1.7255529953704755e-07,133.0,137.0
4373,1.7064509326910978e-07,131.0,133.0
4374,1.6809815157852604e-07,153.0,131.0
4375,1.6109406192942078e-07,114.0,126.0
4376,1.6236753277471265e-07,123.0,121.0
4377,1.6045732650677485e-07,123.0,118.0
4378,1.6364100362000452e-07,131.0,120.0
4379,1.5982059108412894e-07,139.0,113.0
4380,1.6109406192942078e-07,129.0,116.0
4381,1.59183855661483e-07,99.0,115.0
4382,1.5600017854825333e-07,113.0,114.0
4383,1.5281650143502368e-07,120.0,116.0
4384,1.5217976601237775e-07,136.0,117.0
4385,1.515430305897318e-07,108.0,116.0
4386,1.4772261805385623e-07,114.0,114.0
4387,1.470858826312103e-07,114.0,113.0
4388,1.4453894094062656e-07,117.0,107.0
4389,1.3435117417829165e-07,122.0,104.0
4390,1.3435117417829165e-07,99.0,106.0
4391,1.375348512915213e-07,96.0,103.0
4392,1.3880832213681317e-07,91.0,102.0
4393,1.3817158671416724e-07,111.0,104.0
4394,1.3371443875564572e-07,109.0,103.0
4395,1.3244096791035385e-07,103.0,103.0
4396,1.349879096009376e-07,120.0,100.0
4397,1.3371443875564572e-07,95.0,101.0
4398,1.394450575594591e-07,100.0,98.0
4399,1.3817158671416724e-07,98.0,96.0
4400,1.4199199925004284e-07,120.0,96.0
4401,1.674614161558801e-07,141.0,107.0
4402,3.0372279660210956e-07,226.0,1273.0
4403,3.0754320913798517e-07,239.0,1277.0
4404,3.094534154059229e-07,263.0,1279.0
4405,3.1518403420973633e-07,277.0,1296.0
4406,3.1900444674561194e-07,251.0,1301.0
4407,3.2409833012677937e-07,227.0,1312.0
4408,3.247350655494253e-07,214.0,1310.0
4409,3.3110241977588465e-07,268.0,1312.0
4410,3.3364936146646833e-07,260.0,1320.0
4411,3.381065094249899e-07,272.0,1331.0
4412,3.400167156929277e-07,268.0,1334.0
4413,3.425636573835114e-07,286.0,1336.0
4414,3.4956774703261665e-07,262.0,1335.0
4415,3.527514241458463e-07,302.0,1348.0
4416,3.5657183668172193e-07,284.0,1354.0
4417,3.6357592633082716e-07,308.0,1360.0
4418,3.693065451346405e-07,276.0,1363.0
4419,3.7503716393845394e-07,328.0,1404.0
4420,3.801310473196214e-07,292.0,1405.0
4421,3.8395145985549697e-07,328.0,1413.0
4422,3.9286575577254006e-07,326.0,1414.0
4423,3.9923310999899935e-07,331.0,1420.0
4424,4.106943476066261e-07,315.0,1424.0
4425,4.202453789463151e-07,347.0,1429.0
4426,4.3106988113129593e-07,332.0,1444.0
4427,4.39984177048339e-07,352.0,1447.0
4428,4.4698826669744425e-07,360.0,1451.0
4429,4.578127688824251e-07,351.0,1453.0
4430,4.616331814183007e-07,356.0,1451.0
4431,4.7118421275798966e-07,370.0,1455.0
4432,4.7627809613915714e-07,320.0,1460.0
4433,4.832821857882624e-07,380.0,1493.0
4434,4.883760691694298e-07,404.0,1496.0
4435,4.953801588185351e-07,387.0,1502.0
4436,5.062046610035159e-07,410.0,1516.0
4437,5.157556923432049e-07,405.0,1525.0
4438,5.323108133319991e-07,393.0,1536.0
4439,5.399516384037504e-07,410.0,1546.0
4440,5.495026697434393e-07,416.0,1551.0
4441,5.628741136190039e-07,441.0,1567.0
4442,5.686047324228173e-07,445.0,1567.0
4443,5.775190283398603e-07,442.0,1575.0
4444,5.826129117210278e-07,469.0,1580.0
4445,5.851598534116115e-07,478.0,1580.0
4446,5.928006784833627e-07,448.0,1591.0
4447,6.055353869362813e-07,488.0,1593.0
4448,6.150864182759703e-07,439.0,1598.0
4449,6.195435662344918e-07,458.0,1604.0
4450,6.259109204609511e-07,494.0,1608.0
4451,6.469231894082669e-07,470.0,1622.0
4452,6.679354583555826e-07,522.0,1633.0
4453,6.813069022311472e-07,538.0,1670.0
4454,6.991354940652333e-07,548.0,1682.0
4455,7.055028482916926e-07,562.0,1690.0
4456,7.150538796313816e-07,584.0,1700.0
4457,7.144171442087356e-07,585.0,1696.0
4458,7.112334670955061e-07,553.0,1696.0
4459,7.112334670955061e-07,541.0,1696.0
4460,7.080497899822764e-07,561.0,1694.0
4461,7.074130545596305e-07,570.0,1687.0
4462,7.02319171178463e-07,552.0,1669.0
4463,6.157231536986163e-07,457.0,1055.0
4464,5.98531297287176e-07,477.0,950.0
4465,5.736986158039847e-07,452.0,784.0
4466,5.692414678454631e-07,500.0,697.0
4467,5.635108490416498e-07,437.0,643.0
4468,5.61600642773712e-07,433.0,549.0
4469,5.590537010831283e-07,424.0,541.0
4470,5.915272076380709e-07,437.0,1946.0
4471,5.883435305248412e-07,458.0,2000.0
4472,5.857965888342574e-07,419.0,2001.0
4473,5.870700596795493e-07,464.0,2039.0
4474,5.845231179889656e-07,451.0,2070.0
4475,5.838863825663196e-07,458.0,2079.0
4476,5.838863825663196e-07,476.0,2072.0
4477,5.819761762983818e-07,417.0,2080.0
4478,5.794292346077981e-07,434.0,2091.0
4479,5.756088220719225e-07,439.0,2234.0
4480,5.717884095360469e-07,474.0,2225.0
4481,5.692414678454631e-07,453.0,2244.0
4482,5.609639073510661e-07,446.0,2236.0
4483,5.52049611434023e-07,435.0,2235.0
4484,5.501394051660852e-07,416.0,2234.0
4485,5.463189926302096e-07,398.0,2236.0
4486,5.444087863622719e-07,392.0,2241.0
4487,5.418618446716882e-07,417.0,2252.0
4488,5.386781675584585e-07,421.0,2256.0
4489,5.278536653734776e-07,395.0,2257.0
4490,5.202128403017265e-07,371.0,2254.0
4491,5.093883381167456e-07,382.0,2279.0
4492,5.074781318488078e-07,407.0,2279.0
4493,5.04931190158224e-07,385.0,2287.0
4494,4.992005713544106e-07,415.0,2319.0
4495,4.953801588185351e-07,375.0,2324.0
4496,4.87102598324138e-07,353.0,2330.0
4497,4.832821857882624e-07,387.0,2332.0
4498,4.76914831561803e-07,430.0,2351.0
4499,4.7500462529386527e-07,368.0,2351.0
4500,4.6800053564476e-07,361.0,2348.0
4501,4.654535939541763e-07,358.0,2351.0
4502,4.58449504305071e-07,354.0,2348.0
4503,4.520821500786117e-07,361.0,2352.0
4504,4.4698826669744425e-07,350.0,2355.0
4505,4.412576478936309e-07,342.0,2361.0
4506,4.342535582445256e-07,352.0,2363.0
4507,4.3170661655394186e-07,351.0,2361.0
4508,4.2470252690483664e-07,347.0,2361.0
4509,4.157882309877936e-07,329.0,2362.0
4510,4.1324128929720986e-07,342.0,2362.0
4511,4.0305352253487496e-07,316.0,2369.0
4512,3.9286575577254006e-07,291.0,2383.0
4513,3.8076778274226735e-07,301.0,2389.0
4514,3.724902222478702e-07,290.0,2380.0
4515,3.603922492175975e-07,276.0,2399.0
4516,3.451105990740951e-07,267.0,2389.0
4517,3.349228323117602e-07,270.0,2379.0
4518,3.298289489305928e-07,236.0,2372.0
4519,3.209146530135497e-07,238.0,2375.0
4520,3.0754320913798517e-07,227.0,2381.0
4521,2.9799217779829615e-07,244.0,2395.0
4522,2.8971461730389905e-07,220.0,2396.0
4523,2.839839985000857e-07,240.0,2398.0
4524,2.769799088509804e-07,221.0,2403.0
4525,2.7124929004716705e-07,224.0,2403.0
4526,2.6360846497541583e-07,199.0,2413.0
4527,2.534206982130809e-07,179.0,2418.0
4528,2.387757834922245e-07,180.0,2425.0
4529,2.228573979260762e-07,150.0,2424.0
4530,2.15216572854325e-07,164.0,2417.0
4531,2.050288060919901e-07,146.0,1658.0
4532,1.9102062679377958e-07,158.0,1517.0
4533,1.8847368510319587e-07,139.0,1283.0
4534,1.795593891861528e-07,134.0,1162.0
4535,1.7382877038233942e-07,140.0,1113.0
4536,1.674614161558801e-07,132.0,996.0
4537,1.5791038481619113e-07,111.0,980.0
4538,1.4262873467268875e-07,96.0,970.0
4539,1.3244096791035385e-07,98.0,954.0
4540,1.2607361368389453e-07,102.0,872.0
4541,1.1779605318949742e-07,75.0,862.0
4542,9.678378424218166e-08,65.0,822.0
4543,7.57715152948659e-08,58.0,798.0
4544,6.112660057400947e-08,41.0,804.0
4545,4.202453789463151e-08,24.0,798.0
4546,3.820412535875592e-08,31.0,799.0
4547,2.8016358596421007e-08,17.0,787.0
4548,2.6742887751129144e-08,28.0,785.0
4549,2.610615232848321e-08,17.0,788.0
4550,2.3559210637899484e-08,19.0,787.0
4551,2.1012268947315755e-08,18.0,788.0
4552,2.1649004369961686e-08,15.0,778.0
4553,2.1012268947315755e-08,18.0,793.0
4554,2.228573979260762e-08,14.0,797.0
4555,2.1649004369961686e-08,17.0,782.0
4556,1.846532725673203e-08,13.0,777.0
4557,1.846532725673203e-08,7.0,771.0
4558,1.7828591834086094e-08,9.0,780.0
4559,1.7191856411440163e-08,15.0,769.0
4560,1.7828591834086094e-08,19.0,759.0
4561,1.846532725673203e-08,18.0,757.0
4562,1.655512098879423e-08,10.0,759.0
4563,1.7191856411440163e-08,15.0,764.0
4564,1.7828591834086094e-08,9.0,766.0
4565,1.846532725673203e-08,10.0,778.0
4566,1.7828591834086094e-08,20.0,797.0
4567,1.846532725673203e-08,13.0,802.0
4568,1.7191856411440163e-08,9.0,795.0
4569,1.846532725673203e-08,14.0,801.0
4570,1.846532725673203e-08,11.0,804.0
4571,1.846532725673203e-08,18.0,805.0
4572,1.9738798102023892e-08,20.0,805.0
4573,2.0375533524669823e-08,16.0,810.0
4574,2.2922475215253552e-08,16.0,825.0
4575,2.3559210637899484e-08,25.0,822.0
4576,2.3559210637899484e-08,16.0,831.0
4577,2.4195946060545415e-08,16.0,836.0
4578,2.4832681483191347e-08,8.0,847.0
4579,2.5469416905837278e-08,14.0,837.0
4580,2.3559210637899484e-08,17.0,854.0
4581,2.3559210637899484e-08,21.0,871.0
4582,2.4195946060545415e-08,25.0,873.0
4583,2.4195946060545415e-08,17.0,871.0
4584,2.4195946060545415e-08,21.0,880.0
4585,2.3559210637899484e-08,16.0,877.0
4586,2.4195946060545415e-08,26.0,879.0
4587,2.4195946060545415e-08,18.0,873.0
4588,2.5469416905837278e-08,24.0,869.0
4589,2.5469416905837278e-08,24.0,871.0
4590,2.4832681483191347e-08,14.0,879.0
4591,2.4832681483191347e-08,17.0,893.0
4592,2.5469416905837278e-08,19.0,894.0
4593,2.5469416905837278e-08,18.0,906.0
4594,2.610615232848321e-08,23.0,904.0
4595,2.7379623173775076e-08,26.0,903.0
4596,2.610615232848321e-08,23.0,889.0
4597,2.610615232848321e-08,23.0,888.0
4598,2.5469416905837278e-08,19.0,885.0
4599,2.3559210637899484e-08,9.0,883.0
4600,2.3559210637899484e-08,25.0,888.0
4601,2.228573979260762e-08,22.0,897.0
4602,2.1012268947315755e-08,13.0,903.0
4603,2.1012268947315755e-08,15.0,900.0
4604,2.1012268947315755e-08,22.0,977.0
4605,2.1012268947315755e-08,18.0,1038.0
4606,2.0375533524669823e-08,7.0,1073.0
4607,1.9738798102023892e-08,14.0,1082.0
4608,1.9738798102023892e-08,21.0,1085.0
4609,2.0375533524669823e-08,10.0,1089.0
4610,2.0375533524669823e-08,17.0,1102.0
4611,2.0375533524669823e-08,15.0,1109.0
4612,1.7828591834086094e-08,12.0,1114.0
4613,1.7191856411440163e-08,14.0,1127.0
4614,1.7191856411440163e-08,13.0,1131.0
4615,1.4644914720856435e-08,15.0,1136.0
4616,1.4644914720856435e-08,10.0,1162.0
4617,1.59183855661483e-08,12.0,1188.0
4618,1.4008179298210504e-08,8.0,1201.0
4619,1.4008179298210504e-08,11.0,1207.0
4620,1.4008179298210504e-08,9.0,1205.0
4621,1.4008179298210504e-08,16.0,1234.0
4622,1.4008179298210504e-08,8.0,1232.0
4623,1.3371443875564572e-08,12.0,1235.0
4624,1.3371443875564572e-08,11.0,1238.0
4625,1.3371443875564572e-08,9.0,1268.0
4626,1.3371443875564572e-08,9.0,1296.0
4627,1.3371443875564572e-08,8.0,1311.0
4628,1.3371443875564572e-08,10.0,1331.0
4629,1.4008179298210504e-08,8.0,1347.0
4630,1.4008179298210504e-08,13.0,1348.0
4631,1.4008179298210504e-08,7.0,1347.0
4632,1.4008179298210504e-08,12.0,1370.0
4633,1.2097973030272708e-08,12.0,1414.0
4634,1.2734708452918639e-08,9.0,1413.0
4635,1.2097973030272708e-08,14.0,1420.0
4636,1.1461237607626776e-08,11.0,1414.0
4637,1.1461237607626776e-08,7.0,1418.0
4638,1.1461237607626776e-08,6.0,1445.0
4639,1.1461237607626776e-08,11.0,1441.0
4640,1.0824502184980843e-08,14.0,1473.0
4641,1.0824502184980843e-08,14.0,1490.0
4642,1.0824502184980843e-08,10.0,1506.0
4643,1.0187766762334912e-08,9.0,1533.0
4644,8.277560494397116e-09,5.0,1531.0
4645,8.277560494397116e-09,6.0,1548.0
4646,2.928982944171287e-08,19.0,1549.0
4647,3.7567389936109986e-08,29.0,1547.0
4648,8.150213409867929e-08,78.0,1564.0
4649,1.3817158671416724e-07,106.0,1591.0
4650,1.992981872881767e-07,163.0,1626.0
4651,2.1203289574109535e-07,176.0,1627.0
4652,2.5405743363572686e-07,204.0,1656.0
4653,3.030860611794636e-07,228.0,1682.0
4654,3.482942761873248e-07,264.0,1703.0
4655,3.7694737020639174e-07,288.0,1759.0
4656,4.342535582445256e-07,328.0,1775.0
4657,4.5908623972771695e-07,354.0,1803.0
4658,4.909230108600136e-07,408.0,1819.0
4659,5.278536653734776e-07,439.0,1856.0
4660,5.698782032681091e-07,440.0,1888.0
4661,6.074455932042191e-07,465.0,1904.0
4662,6.392823643365158e-07,456.0,1924.0
4663,6.781232251179176e-07,517.0,1954.0
4664,7.055028482916926e-07,553.0,1968.0
4665,7.354294131560515e-07,565.0,2000.0
4666,7.659927134430561e-07,583.0,2004.0
4667,7.857315115450801e-07,628.0,2011.0
4668,8.016498971112284e-07,624.0,2014.0
4669,8.385805516246924e-07,627.0,2044.0
4670,8.755112061381565e-07,723.0,2076.0
4671,9.035275647345775e-07,723.0,2079.0
4672,9.340908650215822e-07,749.0,2075.0
4673,9.799358154520894e-07,766.0,2097.0
4674,1.0124093220070318e-06,840.0,2102.0
4675,1.029601178418472e-06,797.0,2097.0
4676,1.057617537014893e-06,841.0,2101.0
4677,1.104735958290692e-06,866.0,2127.0
4678,1.1168339313209647e-06,836.0,2127.0
4679,1.1295686397738834e-06,857.0,2133.0
4680,1.1575849983703043e-06,903.0,2140.0
4681,1.1779605318949742e-06,939.0,2156.0
4682,1.1824176798534958e-06,893.0,2159.0
4683,1.1856013569667255e-06,887.0,2143.0
4684,1.2034299488008114e-06,903.0,2144.0
4685,1.206613625914041e-06,942.0,2152.0
4686,1.2123442447178545e-06,976.0,2170.0
4687,1.2333565136651703e-06,926.0,2175.0
4688,1.2371769262010457e-06,950.0,2171.0
4689,1.2409973387369214e-06,1017.0,2197.0
4690,1.2499116346539644e-06,1024.0,2186.0
4691,1.2518218409219022e-06,988.0,2203.0
4692,1.2518218409219022e-06,1043.0,2222.0
4693,1.2613728722615913e-06,1002.0,2222.0
4694,1.2881157600127203e-06,974.0,2244.0
4695,1.301487203888285e-06,1016.0,2164.0
4696,1.319952531145017e-06,992.0,2101.0
4697,1.3607035981943567e-06,1072.0,2132.0
4698,1.367070952420816e-06,1004.0,2124.0
4699,1.3893566922134235e-06,1141.0,2130.0
4700,1.403364871511634e-06,1038.0,2139.0
4701,1.4224669341910121e-06,1106.0,2163.0
4702,1.440295526025098e-06,1168.0,2171.0
4703,1.4485730865194952e-06,1133.0,2160.0
4704,1.4587608532818302e-06,1143.0,2177.0
4705,1.4734057680026867e-06,1213.0,2176.0
4706,1.4816833284970836e-06,1197.0,2177.0
4707,1.4950547723726483e-06,1151.0,2165.0
4708,1.5014221265991076e-06,1206.0,2135.0
4709,1.5370793102672797e-06,1168.0,2176.0
4710,1.543446664493739e-06,1272.0,2179.0
4711,1.5587283146372415e-06,1196.0,2200.0
4712,1.5975691754186433e-06,1262.0,2237.0
4713,1.6364100362000451e-06,1214.0,2290.0
4714,1.6459610675397342e-06,1326.0,2290.0
4715,1.647234538385026e-06,1243.0,2280.0
4716,1.6727039552908632e-06,1274.0,2262.0
4717,1.6898958117023035e-06,1303.0,2267.0
4718,1.7357407621328105e-06,1358.0,2468.0
4719,1.7580265019254183e-06,1434.0,2471.0
4720,1.7828591834086095e-06,1384.0,2495.0
4721,1.7987775689747579e-06,1445.0,2498.0
4722,1.8217000441900113e-06,1403.0,2527.0
4723,1.8471694610958487e-06,1520.0,2559.0
4724,1.8694552008884562e-06,1435.0,2543.0
4725,1.8949246177942936e-06,1431.0,2587.0
4726,1.9019287074433989e-06,1547.0,2557.0
4727,1.9337654785756956e-06,1505.0,2599.0
4728,1.9636920434400543e-06,1610.0,2620.0
4729,1.9878879895005994e-06,1564.0,2623.0
4730,2.0095369938705612e-06,1529.0,2647.0
4731,2.0292757919725854e-06,1561.0,2641.0
4732,2.0388268233122742e-06,1616.0,2653.0
4733,2.0445574421160874e-06,1638.0,2645.0
4734,2.0553819443010685e-06,1634.0,2636.0
4735,2.0547452088784224e-06,1609.0,2673.0
4736,2.0547452088784224e-06,1643.0,2682.0
4737,2.031822733663169e-06,1573.0,2666.0
4738,2.02227170232348e-06,1540.0,2657.0
4739,1.9770634873156188e-06,1532.0,2628.0
4740,1.9172103575869013e-06,1554.0,2588.0
4741,1.8548102861676e-06,1467.0,2550.0
4742,1.8427123131373272e-06,1440.0,2542.0
4743,1.79686736270682e-06,1378.0,2506.0
4744,1.7446550580498536e-06,1278.0,2474.0
4745,1.6988101076193465e-06,1413.0,2438.0
4746,1.6682468073323419e-06,1282.0,2394.0
4747,1.6077569421809783e-06,1268.0,2353.0
4748,1.5752834356260356e-06,1345.0,2321.0
4749,1.5428099290710932e-06,1270.0,2297.0
4750,1.5014221265991076e-06,1271.0,2249.0
4751,1.4644914720856436e-06,1134.0,2204.0
4752,1.4262873467268877e-06,1147.0,2180.0
4753,1.393813840171945e-06,1064.0,2152.0
4754,1.3536995085452514e-06,1080.0,2113.0
4755,1.3231362082582467e-06,1037.0,2086.0
4756,1.29129943712595e-06,988.0,2066.0
4757,1.2594626659936535e-06,1012.0,2045.0
4758,1.2378136616236917e-06,1001.0,2034.0
4759,1.2206218052122517e-06,987.0,2021.0
4760,1.1824176798534958e-06,933.0,1979.0
4761,1.1448502899173856e-06,861.0,1936.0
4762,1.1161971958983188e-06,868.0,1915.0
4763,1.0843604247660222e-06,813.0,1893.0
4764,1.0385154743355152e-06,845.0,1866.0
4765,1.0060419677805725e-06,785.0,1841.0
4766,9.863031696785487e-07,798.0,1879.0
4767,9.595602819274195e-07,755.0,1875.0
4768,9.137153314969124e-07,712.0,1823.0
4769,8.564091434587786e-07,663.0,1769.0
4770,9.239030982592473e-07,710.0,1864.0
4771,9.500092505877305e-07,712.0,1895.0
4772,9.570133402368357e-07,784.0,1902.0
4773,9.84392963410611e-07,735.0,1926.0
4774,1.029601178418472e-06,837.0,1975.0
4775,1.0366052680675774e-06,783.0,1977.0
4776,1.0684420391998739e-06,866.0,2001.0
4777,1.0977318686415867e-06,858.0,2024.0
4778,1.1295686397738834e-06,886.0,2127.0
4779,1.1684095005552852e-06,868.0,2185.0
4780,1.181144209008204e-06,937.0,2134.0
4781,1.1945156528837683e-06,933.0,2105.0
4782,1.2148911864084382e-06,955.0,2082.0
4783,1.2295361011292947e-06,1043.0,2060.0
4784,1.25373204718984e-06,997.0,2060.0
4785,1.2747443161371559e-06,946.0,2110.0
4786,1.2868422891674284e-06,1004.0,2124.0
4787,1.2855688183221366e-06,1044.0,2153.0
4788,1.300850468465639e-06,994.0,2188.0
4789,1.338417858401749e-06,1107.0,2232.0
4790,1.3396913292470408e-06,1020.0,2232.0
4791,1.3549729793905433e-06,995.0,2241.0
4792,1.346695418896146e-06,1053.0,2211.0
4793,1.3441484772055624e-06,1079.0,2209.0
4794,1.3906301630587154e-06,1119.0,2317.0
4795,1.4269240821495337e-06,1104.0,2377.0
4796,1.4339281717986387e-06,1022.0,2402.0
4797,1.4371118489118684e-06,1159.0,2404.0
4798,1.4364751134892225e-06,1063.0,2401.0
4799,1.4587608532818302e-06,1123.0,2448.0
4800,1.451756763632725e-06,1156.0,2428.0
4801,1.4810465930744377e-06,1175.0,2462.0
4802,1.4931445661047105e-06,1125.0,2450.0
4803,1.477862915961208e-06,1147.0,2423.0
4804,1.4562139115912465e-06,1214.0,2423.0
4805,1.5103364225161507e-06,1131.0,2537.0
4806,1.5326221623087582e-06,1256.0,2545.0
4807,1.5377160456899257e-06,1207.0,2557.0
4808,1.5402629873805094e-06,1231.0,2572.0
4809,1.5294384851955285e-06,1166.0,2546.0
4810,1.5370793102672797e-06,1123.0,2561.0
4811,1.5205241892784857e-06,1200.0,2546.0
4812,1.5383527811125716e-06,1103.0,2583.0
4813,1.534532368576696e-06,1257.0,2551.0
4814,1.5689160813995765e-06,1199.0,2614.0
4815,1.600752852531873e-06,1279.0,2696.0
4816,1.600752852531873e-06,1235.0,2717.0
4817,1.6134875609847917e-06,1286.0,2746.0
4818,1.628132475705648e-06,1288.0,2739.0
4819,1.6262222694377102e-06,1325.0,2731.0
4820,1.6867121345890738e-06,1329.0,2770.0
4821,1.7000835784646384e-06,1338.0,2818.0
4822,1.6988101076193465e-06,1315.0,2821.0
4823,1.7064509326910978e-06,1284.0,2826.0
4824,1.7484754705857292e-06,1358.0,2900.0
4825,1.8134224836956144e-06,1409.0,3053.0
4826,1.833798017220284e-06,1439.0,3073.0
4827,1.8739123488469778e-06,1433.0,3112.0
4828,1.891740940681064e-06,1418.0,3166.0
4829,1.90956953251515e-06,1460.0,3187.0
4830,1.948410393296552e-06,1532.0,3281.0
