pos	n_partitions	T_obs	null_q95	empirical_p	licensed	shuffleable_frac	enough_pooled_depth	top	feasible_0.005	feasible_0.01	feasible_0.02	feasible_0.05	feasible_0.1	per_cluster	sample
3361	9	1.2666003148120202e-06	9.254035652303224e-07	0.005	True	1.0	True	sub9	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00526, ""n"": 1092, ""pooled_depth"": 18654.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00565, ""n"": 952, ""pooled_depth"": 16568.0, ""callable"": false}, ""sub3"": {""vaf"": 0.0053, ""n"": 782, ""pooled_depth"": 4732.0, ""callable"": false}, ""sub4"": {""vaf"": 0.0041, ""n"": 857, ""pooled_depth"": 16693.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00611, ""n"": 634, ""pooled_depth"": 13442.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00657, ""n"": 407, ""pooled_depth"": 7700.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00682, ""n"": 372, ""pooled_depth"": 2095.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00477, ""n"": 323, ""pooled_depth"": 6229.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00886, ""n"": 227, ""pooled_depth"": 1113.0, ""callable"": true}}"	cll9_2
3371	9	3.481682837173753e-06	2.0305292848861983e-06	0.005	True	1.0	True	sub7	False	True	True	True	True	"{""sub1"": {""vaf"": 0.0113, ""n"": 1088, ""pooled_depth"": 18478.0, ""callable"": true}, ""sub2"": {""vaf"": 0.01104, ""n"": 953, ""pooled_depth"": 16489.0, ""callable"": true}, ""sub3"": {""vaf"": 0.01208, ""n"": 786, ""pooled_depth"": 4656.0, ""callable"": true}, ""sub4"": {""vaf"": 0.01086, ""n"": 855, ""pooled_depth"": 16497.0, ""callable"": true}, ""sub5"": {""vaf"": 0.01033, ""n"": 634, ""pooled_depth"": 13316.0, ""callable"": true}, ""sub6"": {""vaf"": 0.01124, ""n"": 408, ""pooled_depth"": 7552.0, ""callable"": true}, ""sub7"": {""vaf"": 0.01984, ""n"": 372, ""pooled_depth"": 2072.0, ""callable"": true}, ""sub8"": {""vaf"": 0.0123, ""n"": 323, ""pooled_depth"": 6186.0, ""callable"": true}, ""sub9"": {""vaf"": 0.01104, ""n"": 227, ""pooled_depth"": 1092.0, ""callable"": true}}"	cll9_2
3412	9	0.0024427073547236234	0.0001960738059135672	0.0	True	1.0	True	sub3	False	True	True	True	True	"{""sub1"": {""vaf"": 0.10639, ""n"": 1088, ""pooled_depth"": 20098.0, ""callable"": true}, ""sub2"": {""vaf"": 0.13765, ""n"": 955, ""pooled_depth"": 17724.0, ""callable"": true}, ""sub3"": {""vaf"": 0.31427, ""n"": 801, ""pooled_depth"": 5047.0, ""callable"": true}, ""sub4"": {""vaf"": 0.14395, ""n"": 856, ""pooled_depth"": 17914.0, ""callable"": true}, ""sub5"": {""vaf"": 0.10775, ""n"": 636, ""pooled_depth"": 14295.0, ""callable"": true}, ""sub6"": {""vaf"": 0.1195, ""n"": 407, ""pooled_depth"": 8185.0, ""callable"": true}, ""sub7"": {""vaf"": 0.03388, ""n"": 381, ""pooled_depth"": 2165.0, ""callable"": true}, ""sub8"": {""vaf"": 0.11953, ""n"": 327, ""pooled_depth"": 6643.0, ""callable"": true}, ""sub9"": {""vaf"": 0.03387, ""n"": 226, ""pooled_depth"": 1103.0, ""callable"": true}}"	cll9_2
3459	9	5.031555738311229e-07	8.715742987366897e-07	0.38	False	1.0	True	sub9	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00716, ""n"": 1090, ""pooled_depth"": 23836.0, ""callable"": false}, ""sub2"": {""vaf"": 0.0069, ""n"": 954, ""pooled_depth"": 21673.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00655, ""n"": 808, ""pooled_depth"": 6080.0, ""callable"": false}, ""sub4"": {""vaf"": 0.0074, ""n"": 853, ""pooled_depth"": 21321.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00712, ""n"": 637, ""pooled_depth"": 17260.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00751, ""n"": 411, ""pooled_depth"": 10046.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00782, ""n"": 384, ""pooled_depth"": 2478.0, ""callable"": true}, ""sub8"": {""vaf"": 0.00593, ""n"": 324, ""pooled_depth"": 7577.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00821, ""n"": 232, ""pooled_depth"": 1347.0, ""callable"": true}}"	cll9_2
3509	9	2.508082884051987e-07	5.728521216856619e-07	0.545	False	1.0	True	sub9	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00527, ""n"": 1096, ""pooled_depth"": 27655.0, ""callable"": false}, ""sub2"": {""vaf"": 0.0054, ""n"": 956, ""pooled_depth"": 24291.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00449, ""n"": 838, ""pooled_depth"": 6744.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00542, ""n"": 856, ""pooled_depth"": 24577.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00497, ""n"": 640, ""pooled_depth"": 19560.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00548, ""n"": 410, ""pooled_depth"": 11487.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00571, ""n"": 387, ""pooled_depth"": 2968.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00512, ""n"": 330, ""pooled_depth"": 8502.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00612, ""n"": 235, ""pooled_depth"": 1501.0, ""callable"": false}}"	cll9_2
3560	9	2.9454900473889526e-07	6.932854944887868e-07	0.595	False	1.0	True	sub7	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00529, ""n"": 1091, ""pooled_depth"": 23680.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00461, ""n"": 953, ""pooled_depth"": 20612.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00499, ""n"": 809, ""pooled_depth"": 5713.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00535, ""n"": 857, ""pooled_depth"": 21096.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00493, ""n"": 635, ""pooled_depth"": 16791.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00556, ""n"": 409, ""pooled_depth"": 9706.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00586, ""n"": 379, ""pooled_depth"": 2514.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00494, ""n"": 329, ""pooled_depth"": 7413.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00462, ""n"": 230, ""pooled_depth"": 1304.0, ""callable"": false}}"	cll9_2
3572	9	7.997333337343794e-07	2.7027006500869462e-06	0.79	False	1.0	True	sub8	False	True	True	True	True	"{""sub1"": {""vaf"": 0.01368, ""n"": 1087, ""pooled_depth"": 16138.0, ""callable"": true}, ""sub2"": {""vaf"": 0.01365, ""n"": 946, ""pooled_depth"": 14153.0, ""callable"": true}, ""sub3"": {""vaf"": 0.01427, ""n"": 754, ""pooled_depth"": 3990.0, ""callable"": true}, ""sub4"": {""vaf"": 0.01363, ""n"": 854, ""pooled_depth"": 14473.0, ""callable"": true}, ""sub5"": {""vaf"": 0.01455, ""n"": 627, ""pooled_depth"": 11356.0, ""callable"": true}, ""sub6"": {""vaf"": 0.01441, ""n"": 406, ""pooled_depth"": 6565.0, ""callable"": true}, ""sub7"": {""vaf"": 0.01466, ""n"": 363, ""pooled_depth"": 1778.0, ""callable"": true}, ""sub8"": {""vaf"": 0.01481, ""n"": 326, ""pooled_depth"": 4968.0, ""callable"": true}, ""sub9"": {""vaf"": 0.01438, ""n"": 214, ""pooled_depth"": 893.0, ""callable"": true}}"	cll9_2
3578	9	1.857400044486991e-06	5.233589618065371e-06	0.74	False	1.0	True	sub5	False	True	True	True	True	"{""sub1"": {""vaf"": 0.03273, ""n"": 1091, ""pooled_depth"": 19836.0, ""callable"": true}, ""sub2"": {""vaf"": 0.03117, ""n"": 951, ""pooled_depth"": 17358.0, ""callable"": true}, ""sub3"": {""vaf"": 0.03222, ""n"": 778, ""pooled_depth"": 4910.0, ""callable"": true}, ""sub4"": {""vaf"": 0.0313, ""n"": 856, ""pooled_depth"": 18056.0, ""callable"": true}, ""sub5"": {""vaf"": 0.03315, ""n"": 632, ""pooled_depth"": 14062.0, ""callable"": true}, ""sub6"": {""vaf"": 0.03212, ""n"": 407, ""pooled_depth"": 8126.0, ""callable"": true}, ""sub7"": {""vaf"": 0.03067, ""n"": 372, ""pooled_depth"": 2149.0, ""callable"": true}, ""sub8"": {""vaf"": 0.03169, ""n"": 331, ""pooled_depth"": 6094.0, ""callable"": true}, ""sub9"": {""vaf"": 0.03177, ""n"": 225, ""pooled_depth"": 1119.0, ""callable"": true}}"	cll9_2
3590	9	1.3142963010485548e-06	3.995743216753159e-06	0.715	False	1.0	True	sub2	False	True	True	True	True	"{""sub1"": {""vaf"": 0.02221, ""n"": 1088, ""pooled_depth"": 20424.0, ""callable"": true}, ""sub2"": {""vaf"": 0.02286, ""n"": 949, ""pooled_depth"": 17998.0, ""callable"": true}, ""sub3"": {""vaf"": 0.02112, ""n"": 791, ""pooled_depth"": 4987.0, ""callable"": true}, ""sub4"": {""vaf"": 0.02218, ""n"": 857, ""pooled_depth"": 18477.0, ""callable"": true}, ""sub5"": {""vaf"": 0.02128, ""n"": 635, ""pooled_depth"": 14632.0, ""callable"": true}, ""sub6"": {""vaf"": 0.02103, ""n"": 407, ""pooled_depth"": 8498.0, ""callable"": true}, ""sub7"": {""vaf"": 0.02021, ""n"": 383, ""pooled_depth"": 2222.0, ""callable"": true}, ""sub8"": {""vaf"": 0.02197, ""n"": 327, ""pooled_depth"": 6276.0, ""callable"": true}, ""sub9"": {""vaf"": 0.02205, ""n"": 223, ""pooled_depth"": 1158.0, ""callable"": true}}"	cll9_2
3599	9	6.173951224108129e-07	1.3594740436683279e-06	0.645	False	1.0	True	sub9	False	True	True	True	True	"{""sub1"": {""vaf"": 0.01032, ""n"": 1090, ""pooled_depth"": 22853.0, ""callable"": true}, ""sub2"": {""vaf"": 0.00931, ""n"": 952, ""pooled_depth"": 19939.0, ""callable"": true}, ""sub3"": {""vaf"": 0.01036, ""n"": 806, ""pooled_depth"": 5569.0, ""callable"": true}, ""sub4"": {""vaf"": 0.01032, ""n"": 858, ""pooled_depth"": 20716.0, ""callable"": true}, ""sub5"": {""vaf"": 0.01007, ""n"": 637, ""pooled_depth"": 16436.0, ""callable"": true}, ""sub6"": {""vaf"": 0.01033, ""n"": 407, ""pooled_depth"": 9558.0, ""callable"": true}, ""sub7"": {""vaf"": 0.00887, ""n"": 383, ""pooled_depth"": 2477.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00998, ""n"": 327, ""pooled_depth"": 7095.0, ""callable"": true}, ""sub9"": {""vaf"": 0.01158, ""n"": 229, ""pooled_depth"": 1311.0, ""callable"": true}}"	cll9_2
3712	9	1.742719155520529e-07	7.96342385394983e-07	0.905	False	1.0	True	sub4	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00641, ""n"": 1091, ""pooled_depth"": 22998.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00636, ""n"": 954, ""pooled_depth"": 20234.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00598, ""n"": 805, ""pooled_depth"": 5840.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00647, ""n"": 858, ""pooled_depth"": 20413.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00601, ""n"": 635, ""pooled_depth"": 16445.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00585, ""n"": 408, ""pooled_depth"": 9517.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00615, ""n"": 378, ""pooled_depth"": 2427.0, ""callable"": false}, ""sub8"": {""vaf"": 0.0056, ""n"": 329, ""pooled_depth"": 7361.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00627, ""n"": 231, ""pooled_depth"": 1298.0, ""callable"": false}}"	cll9_2
3855	9	1.0459098852715797e-06	1.1008227043758576e-06	0.085	False	1.0	True	sub7	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00626, ""n"": 1086, ""pooled_depth"": 16202.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00617, ""n"": 953, ""pooled_depth"": 14687.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00686, ""n"": 768, ""pooled_depth"": 4127.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00505, ""n"": 856, ""pooled_depth"": 15039.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00685, ""n"": 633, ""pooled_depth"": 11725.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00622, ""n"": 409, ""pooled_depth"": 6850.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00731, ""n"": 364, ""pooled_depth"": 1696.0, ""callable"": true}, ""sub8"": {""vaf"": 0.0046, ""n"": 324, ""pooled_depth"": 5811.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00503, ""n"": 227, ""pooled_depth"": 977.0, ""callable"": false}}"	cll9_2
3894	9	2.5151818696157414e-07	7.07253041372439e-07	0.79	False	1.0	True	sub1	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00651, ""n"": 1088, ""pooled_depth"": 21704.0, ""callable"": false}, ""sub2"": {""vaf"": 0.0061, ""n"": 951, ""pooled_depth"": 18972.0, ""callable"": false}, ""sub3"": {""vaf"": 0.0058, ""n"": 797, ""pooled_depth"": 5595.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00546, ""n"": 857, ""pooled_depth"": 19515.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00616, ""n"": 635, ""pooled_depth"": 15792.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00603, ""n"": 409, ""pooled_depth"": 8968.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00569, ""n"": 384, ""pooled_depth"": 2304.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00559, ""n"": 329, ""pooled_depth"": 7098.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00592, ""n"": 228, ""pooled_depth"": 1317.0, ""callable"": false}}"	cll9_2
3943	9	1.0647574835686846e-06	3.744239196722442e-06	0.745	False	1.0	True	sub9	False	True	True	True	True	"{""sub1"": {""vaf"": 0.01922, ""n"": 1084, ""pooled_depth"": 16413.0, ""callable"": true}, ""sub2"": {""vaf"": 0.01837, ""n"": 953, ""pooled_depth"": 14418.0, ""callable"": true}, ""sub3"": {""vaf"": 0.01939, ""n"": 775, ""pooled_depth"": 4124.0, ""callable"": true}, ""sub4"": {""vaf"": 0.01837, ""n"": 856, ""pooled_depth"": 14749.0, ""callable"": true}, ""sub5"": {""vaf"": 0.01844, ""n"": 629, ""pooled_depth"": 11914.0, ""callable"": true}, ""sub6"": {""vaf"": 0.01862, ""n"": 407, ""pooled_depth"": 6725.0, ""callable"": true}, ""sub7"": {""vaf"": 0.01966, ""n"": 355, ""pooled_depth"": 1636.0, ""callable"": true}, ""sub8"": {""vaf"": 0.01785, ""n"": 323, ""pooled_depth"": 5290.0, ""callable"": true}, ""sub9"": {""vaf"": 0.02094, ""n"": 218, ""pooled_depth"": 931.0, ""callable"": true}}"	cll9_2
4002	9	1.355644333028099e-06	1.8579350086427049e-06	0.185	False	1.0	True	sub7	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00615, ""n"": 1084, ""pooled_depth"": 10700.0, ""callable"": false}, ""sub2"": {""vaf"": 0.0067, ""n"": 945, ""pooled_depth"": 9505.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00704, ""n"": 693, ""pooled_depth"": 2715.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00652, ""n"": 854, ""pooled_depth"": 9669.0, ""callable"": false}, ""sub5"": {""vaf"": 0.0074, ""n"": 633, ""pooled_depth"": 7621.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00615, ""n"": 407, ""pooled_depth"": 4353.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00788, ""n"": 325, ""pooled_depth"": 1080.0, ""callable"": true}, ""sub8"": {""vaf"": 0.00441, ""n"": 314, ""pooled_depth"": 3629.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00626, ""n"": 199, ""pooled_depth"": 570.0, ""callable"": false}}"	cll9_2
4142	9	2.5297916841172e-06	2.458007314998488e-06	0.05	True	1.0	True	sub9	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00749, ""n"": 1076, ""pooled_depth"": 10390.0, ""callable"": false}, ""sub2"": {""vaf"": 0.008, ""n"": 950, ""pooled_depth"": 9439.0, ""callable"": true}, ""sub3"": {""vaf"": 0.00788, ""n"": 675, ""pooled_depth"": 2744.0, ""callable"": false}, ""sub4"": {""vaf"": 0.0084, ""n"": 848, ""pooled_depth"": 9810.0, ""callable"": true}, ""sub5"": {""vaf"": 0.00878, ""n"": 633, ""pooled_depth"": 7651.0, ""callable"": true}, ""sub6"": {""vaf"": 0.00582, ""n"": 403, ""pooled_depth"": 4408.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00957, ""n"": 333, ""pooled_depth"": 1021.0, ""callable"": true}, ""sub8"": {""vaf"": 0.00705, ""n"": 321, ""pooled_depth"": 3550.0, ""callable"": false}, ""sub9"": {""vaf"": 0.0148, ""n"": 185, ""pooled_depth"": 551.0, ""callable"": true}}"	cll9_2
4218	9	7.8833181626169e-06	7.985746799145194e-06	0.06	False	1.0	True	sub2	False	False	True	True	True	"{""sub1"": {""vaf"": 0.00761, ""n"": 934, ""pooled_depth"": 2677.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00957, ""n"": 803, ""pooled_depth"": 2362.0, ""callable"": true}, ""sub3"": {""vaf"": 0.00941, ""n"": 350, ""pooled_depth"": 602.0, ""callable"": true}, ""sub4"": {""vaf"": 0.00547, ""n"": 750, ""pooled_depth"": 2418.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00507, ""n"": 574, ""pooled_depth"": 1852.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00773, ""n"": 361, ""pooled_depth"": 1079.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00585, ""n"": 130, ""pooled_depth"": 186.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00247, ""n"": 275, ""pooled_depth"": 986.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00466, ""n"": 67, ""pooled_depth"": 120.0, ""callable"": false}}"	cll9_2
4459	9	1.761108845240999e-07	8.786106284965208e-07	0.91	False	1.0	True	sub9	False	True	True	True	True	"{""sub1"": {""vaf"": 0.005, ""n"": 1090, ""pooled_depth"": 19114.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00522, ""n"": 953, ""pooled_depth"": 16982.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00479, ""n"": 807, ""pooled_depth"": 4925.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00517, ""n"": 853, ""pooled_depth"": 17170.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00513, ""n"": 629, ""pooled_depth"": 14020.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00495, ""n"": 410, ""pooled_depth"": 7835.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00561, ""n"": 377, ""pooled_depth"": 2084.0, ""callable"": false}, ""sub8"": {""vaf"": 0.005, ""n"": 323, ""pooled_depth"": 6329.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00577, ""n"": 222, ""pooled_depth"": 1029.0, ""callable"": false}}"	cll9_2
4539	9	1.4585985431002815e-06	4.286249892027205e-06	0.805	False	1.0	True	sub5	False	False	True	True	True	"{""sub1"": {""vaf"": 0.00627, ""n"": 1039, ""pooled_depth"": 5069.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00756, ""n"": 918, ""pooled_depth"": 4452.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00707, ""n"": 535, ""pooled_depth"": 1248.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00688, ""n"": 830, ""pooled_depth"": 4408.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00824, ""n"": 606, ""pooled_depth"": 3634.0, ""callable"": true}, ""sub6"": {""vaf"": 0.00787, ""n"": 399, ""pooled_depth"": 2017.0, ""callable"": true}, ""sub7"": {""vaf"": 0.00676, ""n"": 254, ""pooled_depth"": 532.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00729, ""n"": 292, ""pooled_depth"": 1547.0, ""callable"": false}, ""sub9"": {""vaf"": 0.0067, ""n"": 131, ""pooled_depth"": 261.0, ""callable"": false}}"	cll9_2
4639	9	2.550684763732628e-07	2.6335061456239296e-06	0.98	False	1.0	True	sub8	False	False	True	True	True	"{""sub1"": {""vaf"": 0.00535, ""n"": 1065, ""pooled_depth"": 7029.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00519, ""n"": 929, ""pooled_depth"": 6212.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00541, ""n"": 589, ""pooled_depth"": 1741.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00503, ""n"": 840, ""pooled_depth"": 6324.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00537, ""n"": 624, ""pooled_depth"": 4943.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00521, ""n"": 403, ""pooled_depth"": 2917.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00548, ""n"": 293, ""pooled_depth"": 751.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00563, ""n"": 310, ""pooled_depth"": 2230.0, ""callable"": false}, ""sub9"": {""vaf"": 0.005, ""n"": 156, ""pooled_depth"": 395.0, ""callable"": false}}"	cll9_2
4689	9	3.598874769079592e-06	2.7142853320047304e-06	0.015	True	1.0	True	sub8	False	False	True	True	True	"{""sub1"": {""vaf"": 0.00796, ""n"": 1059, ""pooled_depth"": 6776.0, ""callable"": true}, ""sub2"": {""vaf"": 0.00536, ""n"": 927, ""pooled_depth"": 5941.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00587, ""n"": 603, ""pooled_depth"": 1714.0, ""callable"": false}, ""sub4"": {""vaf"": 0.0043, ""n"": 839, ""pooled_depth"": 6131.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00606, ""n"": 625, ""pooled_depth"": 4747.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00694, ""n"": 397, ""pooled_depth"": 2803.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00743, ""n"": 285, ""pooled_depth"": 769.0, ""callable"": true}, ""sub8"": {""vaf"": 0.00849, ""n"": 303, ""pooled_depth"": 2255.0, ""callable"": true}, ""sub9"": {""vaf"": 0.00622, ""n"": 168, ""pooled_depth"": 406.0, ""callable"": false}}"	cll9_2
4749	9	1.598046656231648e-06	3.382179882554433e-06	0.485	False	1.0	True	sub9	False	False	True	True	True	"{""sub1"": {""vaf"": 0.00519, ""n"": 1058, ""pooled_depth"": 5734.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00503, ""n"": 931, ""pooled_depth"": 5348.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00707, ""n"": 577, ""pooled_depth"": 1469.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00502, ""n"": 832, ""pooled_depth"": 5362.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00471, ""n"": 619, ""pooled_depth"": 4277.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00584, ""n"": 399, ""pooled_depth"": 2449.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00488, ""n"": 262, ""pooled_depth"": 617.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00717, ""n"": 299, ""pooled_depth"": 2136.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00823, ""n"": 157, ""pooled_depth"": 307.0, ""callable"": true}}"	cll9_2
4837	9	3.627241348709637e-07	8.48569511513129e-07	0.605	False	1.0	True	sub5	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00537, ""n"": 1088, ""pooled_depth"": 20281.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00542, ""n"": 955, ""pooled_depth"": 18023.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00409, ""n"": 792, ""pooled_depth"": 5201.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00519, ""n"": 856, ""pooled_depth"": 18098.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00563, ""n"": 638, ""pooled_depth"": 14685.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00497, ""n"": 410, ""pooled_depth"": 8436.0, ""callable"": false}, ""sub7"": {""vaf"": 0.00457, ""n"": 372, ""pooled_depth"": 2162.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00508, ""n"": 327, ""pooled_depth"": 6380.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00503, ""n"": 226, ""pooled_depth"": 1117.0, ""callable"": false}}"	cll9_2
5111	9	6.056424967875876e-07	3.1199918747386828e-06	0.94	False	1.0	True	sub9	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00972, ""n"": 1084, ""pooled_depth"": 10476.0, ""callable"": true}, ""sub2"": {""vaf"": 0.00937, ""n"": 948, ""pooled_depth"": 9641.0, ""callable"": true}, ""sub3"": {""vaf"": 0.01003, ""n"": 705, ""pooled_depth"": 2744.0, ""callable"": true}, ""sub4"": {""vaf"": 0.00927, ""n"": 851, ""pooled_depth"": 9785.0, ""callable"": true}, ""sub5"": {""vaf"": 0.00948, ""n"": 628, ""pooled_depth"": 7363.0, ""callable"": true}, ""sub6"": {""vaf"": 0.01051, ""n"": 407, ""pooled_depth"": 4337.0, ""callable"": true}, ""sub7"": {""vaf"": 0.01049, ""n"": 323, ""pooled_depth"": 1016.0, ""callable"": true}, ""sub8"": {""vaf"": 0.00964, ""n"": 315, ""pooled_depth"": 3649.0, ""callable"": true}, ""sub9"": {""vaf"": 0.01057, ""n"": 200, ""pooled_depth"": 598.0, ""callable"": true}}"	cll9_2
5184	9	8.58008460728518e-07	1.5779106211822009e-06	0.43	False	1.0	True	sub1	False	True	True	True	True	"{""sub1"": {""vaf"": 0.00607, ""n"": 1083, ""pooled_depth"": 9721.0, ""callable"": false}, ""sub2"": {""vaf"": 0.00443, ""n"": 941, ""pooled_depth"": 8834.0, ""callable"": false}, ""sub3"": {""vaf"": 0.00478, ""n"": 676, ""pooled_depth"": 2575.0, ""callable"": false}, ""sub4"": {""vaf"": 0.00489, ""n"": 848, ""pooled_depth"": 8787.0, ""callable"": false}, ""sub5"": {""vaf"": 0.00523, ""n"": 634, ""pooled_depth"": 6923.0, ""callable"": false}, ""sub6"": {""vaf"": 0.00605, ""n"": 405, ""pooled_depth"": 3986.0, ""callable"": false}, ""sub7"": {""vaf"": 0.005, ""n"": 315, ""pooled_depth"": 951.0, ""callable"": false}, ""sub8"": {""vaf"": 0.00471, ""n"": 316, ""pooled_depth"": 3289.0, ""callable"": false}, ""sub9"": {""vaf"": 0.00437, ""n"": 181, ""pooled_depth"": 527.0, ""callable"": false}}"	cll9_2
