pos	n_partitions	T_obs	null_q95	empirical_p	licensed	shuffleable_frac	enough_pooled_depth	top	feasible_0.005	feasible_0.01	feasible_0.02	feasible_0.05	feasible_0.1	per_cluster
6672	8	1.7969430145112889e-06	1.121614160776086e-06	0.005	True	1.0	True	STHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00541, ""n"": 862, ""pooled_depth"": 7521.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00685, ""n"": 406, ""pooled_depth"": 5103.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 0.00475, ""n"": 577, ""pooled_depth"": 7460.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00556, ""n"": 633, ""pooled_depth"": 8324.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.0064, ""n"": 914, ""pooled_depth"": 12373.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00488, ""n"": 736, ""pooled_depth"": 4933.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00736, ""n"": 678, ""pooled_depth"": 8513.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00432, ""n"": 968, ""pooled_depth"": 7292.0, ""callable"": false}}"
6999	8	2.282021244211655e-06	4.534139179708164e-06	0.405	False	1.0	True	STHSC	False	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00525, ""n"": 566, ""pooled_depth"": 1838.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00459, ""n"": 196, ""pooled_depth"": 1297.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 0.0054, ""n"": 329, ""pooled_depth"": 1730.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00491, ""n"": 395, ""pooled_depth"": 2098.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00524, ""n"": 609, ""pooled_depth"": 2993.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00433, ""n"": 333, ""pooled_depth"": 1488.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00683, ""n"": 384, ""pooled_depth"": 2274.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00433, ""n"": 582, ""pooled_depth"": 2181.0, ""callable"": false}}"
7014	8	0.0001516564802251488	7.065805356842696e-06	0.0	True	1.0	True	MPP2	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.01058, ""n"": 700, ""pooled_depth"": 3522.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.0029, ""n"": 272, ""pooled_depth"": 2689.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 0.00715, ""n"": 442, ""pooled_depth"": 3567.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00854, ""n"": 507, ""pooled_depth"": 4145.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.00668, ""n"": 758, ""pooled_depth"": 6217.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.04084, ""n"": 465, ""pooled_depth"": 2699.0, ""callable"": true}, ""STHSC"": {""vaf"": 0.00685, ""n"": 505, ""pooled_depth"": 4457.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.03333, ""n"": 705, ""pooled_depth"": 3592.0, ""callable"": true}}"
7368	8	2.319642203372984e-05	2.2505249339307507e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.0072, ""n"": 772, ""pooled_depth"": 5875.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.01759, ""n"": 364, ""pooled_depth"": 4301.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00899, ""n"": 510, ""pooled_depth"": 6102.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.00841, ""n"": 610, ""pooled_depth"": 6899.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.01135, ""n"": 840, ""pooled_depth"": 9890.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00157, ""n"": 611, ""pooled_depth"": 4293.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01094, ""n"": 593, ""pooled_depth"": 7070.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00078, ""n"": 863, ""pooled_depth"": 6269.0, ""callable"": false}}"
7405	8	3.367359937806401e-06	9.88043099874675e-07	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00506, ""n"": 853, ""pooled_depth"": 8715.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00849, ""n"": 424, ""pooled_depth"": 6671.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00615, ""n"": 606, ""pooled_depth"": 8887.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00569, ""n"": 733, ""pooled_depth"": 9543.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00694, ""n"": 994, ""pooled_depth"": 15505.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00395, ""n"": 747, ""pooled_depth"": 5457.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00784, ""n"": 780, ""pooled_depth"": 10517.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00329, ""n"": 1021, ""pooled_depth"": 8323.0, ""callable"": false}}"
7416	8	6.238904179764615e-06	8.171618814667689e-07	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00455, ""n"": 884, ""pooled_depth"": 9581.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.01039, ""n"": 465, ""pooled_depth"": 7329.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00623, ""n"": 643, ""pooled_depth"": 9891.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00618, ""n"": 753, ""pooled_depth"": 10458.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00667, ""n"": 1027, ""pooled_depth"": 17133.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00194, ""n"": 787, ""pooled_depth"": 5738.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00705, ""n"": 815, ""pooled_depth"": 11504.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00175, ""n"": 1028, ""pooled_depth"": 8720.0, ""callable"": false}}"
7955	8	0.1527837531823147	0.0019893280331780483	0.0	True	1.0	True	MPP2	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00017, ""n"": 886, ""pooled_depth"": 8782.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 8e-05, ""n"": 430, ""pooled_depth"": 6608.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 6e-05, ""n"": 594, ""pooled_depth"": 8666.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00016, ""n"": 665, ""pooled_depth"": 9275.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.0001, ""n"": 975, ""pooled_depth"": 15528.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.99972, ""n"": 723, ""pooled_depth"": 5289.0, ""callable"": true}, ""STHSC"": {""vaf"": 0.00015, ""n"": 738, ""pooled_depth"": 10158.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.99911, ""n"": 973, ""pooled_depth"": 8422.0, ""callable"": true}}"
8010	8	6.96886800082966e-05	4.431602573804626e-06	0.0	True	1.0	True	LTHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.02319, ""n"": 829, ""pooled_depth"": 7063.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.02188, ""n"": 397, ""pooled_depth"": 4935.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.01858, ""n"": 553, ""pooled_depth"": 6971.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.01772, ""n"": 641, ""pooled_depth"": 7825.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.02398, ""n"": 906, ""pooled_depth"": 11828.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00104, ""n"": 660, ""pooled_depth"": 4286.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01946, ""n"": 670, ""pooled_depth"": 8038.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00112, ""n"": 906, ""pooled_depth"": 6674.0, ""callable"": false}}"
8058	8	2.8102595598433257e-05	5.6337978894784275e-06	0.0	True	1.0	True	LTHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.02373, ""n"": 855, ""pooled_depth"": 7502.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.02348, ""n"": 399, ""pooled_depth"": 5243.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.02266, ""n"": 576, ""pooled_depth"": 7349.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.01902, ""n"": 673, ""pooled_depth"": 8072.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.02586, ""n"": 923, ""pooled_depth"": 12681.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.01056, ""n"": 714, ""pooled_depth"": 4732.0, ""callable"": true}, ""STHSC"": {""vaf"": 0.0223, ""n"": 715, ""pooled_depth"": 8466.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.01253, ""n"": 946, ""pooled_depth"": 7097.0, ""callable"": true}}"
8144	8	1.3323510658381977e-05	1.4077064630606896e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00661, ""n"": 833, ""pooled_depth"": 6936.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.01289, ""n"": 400, ""pooled_depth"": 4796.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00541, ""n"": 519, ""pooled_depth"": 6872.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.0051, ""n"": 634, ""pooled_depth"": 7508.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00888, ""n"": 877, ""pooled_depth"": 11500.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00087, ""n"": 671, ""pooled_depth"": 4165.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00826, ""n"": 636, ""pooled_depth"": 7662.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00057, ""n"": 893, ""pooled_depth"": 6558.0, ""callable"": false}}"
8348	8	9.475475024322459e-06	1.755941745913176e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00593, ""n"": 797, ""pooled_depth"": 5981.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.01165, ""n"": 364, ""pooled_depth"": 4505.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00649, ""n"": 507, ""pooled_depth"": 6190.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00621, ""n"": 595, ""pooled_depth"": 6496.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00863, ""n"": 858, ""pooled_depth"": 10439.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00227, ""n"": 616, ""pooled_depth"": 4135.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01047, ""n"": 614, ""pooled_depth"": 6985.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00327, ""n"": 882, ""pooled_depth"": 6384.0, ""callable"": false}}"
8453	8	0.152718116694649	0.0020397429945170345	0.0	True	1.0	True	MPP2	True	True	True	True	True	"{""FLT3int"": {""vaf"": 8e-05, ""n"": 805, ""pooled_depth"": 6207.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00012, ""n"": 370, ""pooled_depth"": 4172.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 0.00023, ""n"": 534, ""pooled_depth"": 6518.0, ""callable"": false}, ""LMPP"": {""vaf"": 7e-05, ""n"": 624, ""pooled_depth"": 7547.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00034, ""n"": 842, ""pooled_depth"": 10175.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.9996, ""n"": 599, ""pooled_depth"": 3741.0, ""callable"": true}, ""STHSC"": {""vaf"": 7e-05, ""n"": 630, ""pooled_depth"": 7132.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.99908, ""n"": 904, ""pooled_depth"": 5954.0, ""callable"": true}}"
8703	8	1.3370292593146374e-05	1.4183064075512415e-06	0.0	True	1.0	True	MPP2	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.0032, ""n"": 824, ""pooled_depth"": 6457.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00356, ""n"": 354, ""pooled_depth"": 4381.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 0.00253, ""n"": 518, ""pooled_depth"": 6279.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00273, ""n"": 578, ""pooled_depth"": 7266.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00388, ""n"": 874, ""pooled_depth"": 10706.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.01257, ""n"": 649, ""pooled_depth"": 4210.0, ""callable"": true}, ""STHSC"": {""vaf"": 0.00408, ""n"": 656, ""pooled_depth"": 7213.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.01148, ""n"": 859, ""pooled_depth"": 6465.0, ""callable"": true}}"
8936	8	6.844177631366407e-05	5.958085900054476e-06	0.0	True	1.0	True	FLT3int	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.02369, ""n"": 888, ""pooled_depth"": 9147.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.0231, ""n"": 485, ""pooled_depth"": 6269.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.02038, ""n"": 614, ""pooled_depth"": 8994.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.01714, ""n"": 696, ""pooled_depth"": 10143.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.02203, ""n"": 951, ""pooled_depth"": 15162.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00096, ""n"": 827, ""pooled_depth"": 5735.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.0201, ""n"": 770, ""pooled_depth"": 10216.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00101, ""n"": 988, ""pooled_depth"": 8435.0, ""callable"": false}}"
8937	8	4.086379835777406e-06	1.8838211724901102e-06	0.0	True	1.0	True	MPP2	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.0101, ""n"": 891, ""pooled_depth"": 9364.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.01024, ""n"": 485, ""pooled_depth"": 6480.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00949, ""n"": 621, ""pooled_depth"": 9220.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.00807, ""n"": 706, ""pooled_depth"": 10386.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00952, ""n"": 959, ""pooled_depth"": 15592.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.01517, ""n"": 840, ""pooled_depth"": 5906.0, ""callable"": true}, ""STHSC"": {""vaf"": 0.0101, ""n"": 773, ""pooled_depth"": 10451.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.01057, ""n"": 1000, ""pooled_depth"": 8596.0, ""callable"": true}}"
9054	8	7.017013178114411e-06	1.3468841516899212e-06	0.0	True	1.0	True	STHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00778, ""n"": 881, ""pooled_depth"": 8358.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.00779, ""n"": 471, ""pooled_depth"": 5782.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.0061, ""n"": 575, ""pooled_depth"": 8240.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00639, ""n"": 686, ""pooled_depth"": 9091.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00892, ""n"": 951, ""pooled_depth"": 13706.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00245, ""n"": 759, ""pooled_depth"": 5278.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00976, ""n"": 717, ""pooled_depth"": 9491.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00269, ""n"": 1025, ""pooled_depth"": 8083.0, ""callable"": false}}"
9102	8	1.663237409626039e-05	1.7911831205017134e-06	0.0	True	1.0	True	STHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00968, ""n"": 827, ""pooled_depth"": 6741.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.01058, ""n"": 381, ""pooled_depth"": 4437.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00799, ""n"": 532, ""pooled_depth"": 6865.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.00691, ""n"": 641, ""pooled_depth"": 7692.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.01094, ""n"": 865, ""pooled_depth"": 11134.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.001, ""n"": 631, ""pooled_depth"": 4179.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01202, ""n"": 635, ""pooled_depth"": 7606.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00068, ""n"": 889, ""pooled_depth"": 6305.0, ""callable"": false}}"
9335	8	7.965274753807873e-06	1.3213136231491658e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00493, ""n"": 855, ""pooled_depth"": 8392.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00897, ""n"": 407, ""pooled_depth"": 5836.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00692, ""n"": 590, ""pooled_depth"": 8144.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00557, ""n"": 685, ""pooled_depth"": 8808.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00788, ""n"": 964, ""pooled_depth"": 13817.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00111, ""n"": 741, ""pooled_depth"": 4719.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00851, ""n"": 726, ""pooled_depth"": 9468.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00115, ""n"": 962, ""pooled_depth"": 7158.0, ""callable"": false}}"
9561	8	4.988175544456496e-06	2.0228665472840686e-06	0.0	True	1.0	True	LTHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00977, ""n"": 869, ""pooled_depth"": 8493.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.01213, ""n"": 435, ""pooled_depth"": 6024.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00841, ""n"": 603, ""pooled_depth"": 8421.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.01034, ""n"": 693, ""pooled_depth"": 8880.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.01376, ""n"": 963, ""pooled_depth"": 14941.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00917, ""n"": 782, ""pooled_depth"": 5264.0, ""callable"": true}, ""STHSC"": {""vaf"": 0.01249, ""n"": 736, ""pooled_depth"": 9789.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.01011, ""n"": 998, ""pooled_depth"": 8139.0, ""callable"": true}}"
9609	8	7.180241383459026e-06	1.5934693197886546e-06	0.0	True	1.0	True	LTHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00945, ""n"": 854, ""pooled_depth"": 8437.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.01215, ""n"": 407, ""pooled_depth"": 6283.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00759, ""n"": 605, ""pooled_depth"": 8309.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.01026, ""n"": 660, ""pooled_depth"": 8938.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.01346, ""n"": 977, ""pooled_depth"": 14992.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00765, ""n"": 695, ""pooled_depth"": 4701.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01271, ""n"": 737, ""pooled_depth"": 9969.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00746, ""n"": 968, ""pooled_depth"": 7539.0, ""callable"": false}}"
9692	8	8.037894067940963e-06	1.8313294803777552e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00604, ""n"": 749, ""pooled_depth"": 4976.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.01081, ""n"": 332, ""pooled_depth"": 3832.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00585, ""n"": 476, ""pooled_depth"": 4981.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00704, ""n"": 542, ""pooled_depth"": 5181.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00815, ""n"": 812, ""pooled_depth"": 8696.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00314, ""n"": 525, ""pooled_depth"": 3062.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00669, ""n"": 587, ""pooled_depth"": 5933.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00123, ""n"": 795, ""pooled_depth"": 4606.0, ""callable"": false}}"
9753	8	9.812150875884886e-06	1.8069973952321391e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00691, ""n"": 770, ""pooled_depth"": 5292.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00988, ""n"": 319, ""pooled_depth"": 3676.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00757, ""n"": 491, ""pooled_depth"": 5187.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00461, ""n"": 556, ""pooled_depth"": 5759.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00855, ""n"": 821, ""pooled_depth"": 8988.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00131, ""n"": 522, ""pooled_depth"": 3022.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00789, ""n"": 605, ""pooled_depth"": 6234.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00087, ""n"": 795, ""pooled_depth"": 4767.0, ""callable"": false}}"
10039	8	9.31729102058943e-07	1.2334239905388871e-06	0.18	False	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00621, ""n"": 857, ""pooled_depth"": 7360.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00794, ""n"": 398, ""pooled_depth"": 5096.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00667, ""n"": 539, ""pooled_depth"": 7387.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00681, ""n"": 648, ""pooled_depth"": 7849.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00728, ""n"": 910, ""pooled_depth"": 12223.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00707, ""n"": 726, ""pooled_depth"": 4539.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00705, ""n"": 679, ""pooled_depth"": 8532.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00604, ""n"": 935, ""pooled_depth"": 6721.0, ""callable"": false}}"
10052	8	3.725439055702129e-05	3.224481764983208e-06	0.0	True	1.0	True	LTHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.02249, ""n"": 971, ""pooled_depth"": 10436.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.0235, ""n"": 498, ""pooled_depth"": 7121.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.02151, ""n"": 638, ""pooled_depth"": 10135.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.02058, ""n"": 755, ""pooled_depth"": 11193.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.02536, ""n"": 1075, ""pooled_depth"": 17573.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00888, ""n"": 860, ""pooled_depth"": 6164.0, ""callable"": true}, ""STHSC"": {""vaf"": 0.02197, ""n"": 848, ""pooled_depth"": 11647.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00771, ""n"": 1068, ""pooled_depth"": 9098.0, ""callable"": false}}"
10100	8	2.6419705632712518e-05	1.5975032324980376e-06	0.0	True	1.0	True	LTHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.01637, ""n"": 911, ""pooled_depth"": 9994.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.01636, ""n"": 495, ""pooled_depth"": 6457.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.01333, ""n"": 630, ""pooled_depth"": 9501.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.0139, ""n"": 755, ""pooled_depth"": 10393.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.01651, ""n"": 1047, ""pooled_depth"": 16148.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00293, ""n"": 840, ""pooled_depth"": 5818.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01477, ""n"": 836, ""pooled_depth"": 10642.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00304, ""n"": 1076, ""pooled_depth"": 8885.0, ""callable"": false}}"
10156	8	1.2656613630435366e-05	1.3671966934569239e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00734, ""n"": 842, ""pooled_depth"": 7053.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.01199, ""n"": 364, ""pooled_depth"": 4500.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00659, ""n"": 551, ""pooled_depth"": 6683.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00576, ""n"": 637, ""pooled_depth"": 7356.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00993, ""n"": 920, ""pooled_depth"": 11356.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00114, ""n"": 718, ""pooled_depth"": 4533.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.0096, ""n"": 707, ""pooled_depth"": 7594.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00164, ""n"": 947, ""pooled_depth"": 6695.0, ""callable"": false}}"
10288	8	7.641545572220213e-06	1.3449266620865703e-06	0.0	True	1.0	True	STHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00723, ""n"": 823, ""pooled_depth"": 6802.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00596, ""n"": 385, ""pooled_depth"": 5000.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 0.00683, ""n"": 531, ""pooled_depth"": 6787.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00749, ""n"": 607, ""pooled_depth"": 7085.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00735, ""n"": 899, ""pooled_depth"": 11846.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00062, ""n"": 606, ""pooled_depth"": 3858.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00821, ""n"": 673, ""pooled_depth"": 7884.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00078, ""n"": 848, ""pooled_depth"": 5526.0, ""callable"": false}}"
